Name,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Danilo,30, D(CLR),DMC,,22,1,1,0.6,0.6,0.2,0.5,-,0.2,0.4,6.93,1895
Sergio Romero,35, GK,,,16,-,-,-,0.1,-,0.1,-,-,-,6.93,1440
Mike Maignan,26, GK,,,32,-,1,-,0.1,-,0.3,-,-,0.1,6.92,2880
Robin Gosens,27, D(L),M(CL),,5(1),1,-,2.5,1,-,0.8,0.2,0.2,1,6.92,462
Antonin Barak,27, AM(C),,,27(2),11,4,1.8,1,1.1,0.6,0.1,1.9,1.4,6.91,2348
Ruslan Malinovskyi,29, M(CR),FW,,19(11),6,4,1.9,1.5,1.6,1.4,0.1,1.6,2.3,6.91,1603
Luca Lezzerini,27, GK,,,6,-,-,-,-,-,0.2,-,-,-,6.9,496
Simone Verdi,29, AM(CLR),FW,,11(4),5,-,2.4,1.3,1.8,1.3,0.1,1.3,1.3,6.9,838
Alessandro Bastoni,23, D(C),,,29(2),1,3,0.3,0.5,0.4,0.9,-,0.2,0.7,6.9,2323
Pedro,34, M(CLR),FW,,25(7),9,5,1.1,0.9,1,1.2,0.2,0.8,1.7,6.89,2043
Hamed Traorè,22, AM(CLR),,,21(10),7,2,1.6,1.2,2,1,0.1,1.4,1.5,6.89,1780
Giovanni Simeone,26, AM(R),FW,,32(3),17,5,2,0.7,0.7,1.7,1,2.3,3.9,6.89,2669
Davide Calabria,25, D(LR),M(R),,24(2),2,3,1.4,0.7,0.4,1.1,-,0.2,0.6,6.89,2124
Matthijs de Ligt,22, D(C),,,29(2),3,1,0.6,0.3,0.1,0.5,0.1,0.1,0.4,6.87,2675
Alex Meret,25, GK,,,7,-,-,-,-,-,0.7,-,-,-,6.87,620
Guglielmo Vicario,25, GK,,,38,-,-,-,-,-,0.2,-,-,-,6.87,3420
Lukasz Skorupski,31, GK,,,36,-,-,-,-,-,0.1,-,-,-,6.86,3240
Pierre Kalulu,22, D(CR),,,21(7),1,2,0.2,0.3,0.2,0.2,0.1,0.2,0.8,6.86,1939
Etrit Berisha,33, GK,,,10,-,-,-,-,-,0.3,-,-,-,6.86,900
Junior Messias,31, AM(CR),FW,,14(12),5,2,1.7,0.8,1.2,0.9,0.1,0.7,1.8,6.86,1430
Mario Pasalic,27, M(CL),,,24(13),13,6,1.3,1.1,0.4,0.4,0.2,0.6,1.6,6.86,2010
Dries Mertens,35, AM(CLR),FW,,16(14),11,1,1.5,1.1,0.6,0.7,0.2,0.3,0.8,6.86,1389
Marko Arnautovic,33, AM(CLR),FW,,32(1),14,1,2.8,1.3,1.1,0.6,0.4,1.1,2.5,6.85,2706
Hirving Lozano,26, AM(LR),FW,,20(10),5,5,1.7,0.9,1,1.1,0.5,1.1,1.7,6.85,1622
Sasa Lukic,25, M(C),,,34(1),5,4,0.9,0.9,0.8,1.3,-,0.2,1.2,6.85,2987
Dusan Vlahovic,22, FW,,,12(3),7,1,2.9,0.6,0.7,1.3,0.8,1.9,3.7,6.85,1078
Beto,24, FW,,,24(4),11,-,2.3,0.7,1.4,0.9,0.5,1.9,3.7,6.84,2175
Adrien Tameze,28, M(C),,,26(12),4,2,0.6,0.7,0.9,0.9,0.1,0.7,1.3,6.84,2580
Jerdy Schouten,25, DMC,,,16(1),1,1,0.4,0.7,1.3,0.4,-,0.6,1.5,6.84,1394
Josip Ilicic,34, AM(CLR),FW,,8(12),3,4,1.6,1.7,1.4,1.9,0.1,0.5,2,6.84,837
Álvaro Morata,29, AM(L),FW,,26(9),9,7,1.7,1.3,0.7,2.2,0.6,1.2,2.2,6.83,2312
Nicolás Domínguez,23, DMC,,,23(5),-,3,0.8,1,0.5,1.4,-,0.8,1.2,6.83,2027
Amir Rrahmani,28, D(CL),,,33,4,-,0.7,0.2,0.2,0.7,-,0.2,0.3,6.83,2928
Adrian Semper,24, GK,,,1,-,-,-,-,-,-,-,-,-,6.83,90
Zlatan Ibrahimovic,40, FW,,,11(12),8,3,2.2,1,0.2,0.4,0.8,0.4,1,6.82,1009
Gianluca Scamacca,23, FW,,,25(11),16,-,2.2,0.7,0.6,0.6,0.3,1.4,2.1,6.82,2155
David Ospina,33, GK,,,31,-,-,-,-,-,0.3,-,-,-,6.82,2790
Teun Koopmeiners,24, D(C),M(C),,23(7),4,1,0.9,1.6,0.7,0.7,0.2,0.6,1.4,6.82,2129
Éderson,22, DMC,,,13(2),2,1,1.4,0.6,1.3,2.3,0.1,1.1,1.6,6.82,1153
Riccardo Stivanello,18, Defender,,,0(1),-,-,-,-,-,1,-,-,1,6.82,45
Adrien Rabiot,27, DMC,M(L),,28(4),-,2,0.8,0.7,1.4,0.9,0.1,0.8,1.2,6.82,2294
Milan Skriniar,27, D(C),,,35,3,-,0.7,0.3,0.3,0.7,0.1,0.2,0.5,6.82,3150
Denzel Dumfries,26, D(R),M(R),,21(12),5,4,1.2,0.8,0.5,1.1,0.1,0.7,1.2,6.81,2028
Jordan Veretout,29, M(C),,,26(10),4,8,0.8,1.5,0.4,0.6,-,0.3,0.7,6.81,2329
Manuel Locatelli,24, M(C),,,23(8),3,4,0.7,0.6,0.6,0.8,0.1,0.5,0.8,6.81,2161
Wilfried Stephane Singo,21, M(R),,,32(3),3,4,1.2,0.7,1.2,1.7,0.2,0.5,1.9,6.8,2626
Simone Bastoni,25, D(L),DMC,M(L),26(5),3,3,0.9,1.5,1.4,1.1,-,1,2,6.8,2291
Szymon Zurkowski,24, M(C),,,29(6),6,2,1.3,0.6,1.1,1.9,-,1,1.9,6.8,2320
Giorgio Altare,23, D(C),,,17(2),1,-,0.9,0.4,0.4,0.5,0.1,0.2,0.3,6.8,1469
Samir,27, D(CL),,,17,-,-,0.4,0.2,0.2,0.9,-,0.2,0.5,6.8,1427
Ibañez,23, D(C),,,32(2),3,-,0.6,0.3,0.3,1.4,-,0.4,1,6.8,2888
Iyenoma Udogie,19, M(L),,,29(6),5,4,0.8,0.8,1.1,1,0.1,1,1.4,6.8,2486
Milan Badelj,33, M(C),,,34,1,-,0.6,0.8,1,0.6,-,0.8,1.4,6.79,2853
Sérgio Oliveira,30, DMC,,,13(1),2,1,0.9,1.1,0.6,1.8,-,0.7,0.6,6.79,902
Samir Handanovic,37, GK,,,37,-,-,-,-,-,0.1,-,-,-,6.79,3330
Petar Stojanovic,26, D(R),,,32(1),1,1,0.3,1.1,1.6,0.7,0.1,1.1,1.7,6.79,2741
Ismaël Bennacer,24, DMC,,,15(16),2,1,0.5,0.7,1.2,1.4,-,0.8,0.9,6.78,1523
Morten Frendrup,21, DMC,,,6(4),-,-,0.4,0.4,0.3,0.4,-,0.3,1.5,6.78,694
Marten de Roon,31, D(C),DMC,,28(2),3,-,0.8,0.2,0.2,0.5,-,0.2,0.4,6.78,2549
Marco Faraoni,30, D(R),M(R),,30(2),4,6,0.9,0.6,0.4,1.1,0.2,0.4,1.6,6.77,2583
João Pedro,30, AM(CLR),FW,,37,13,4,2.5,0.8,0.9,2.3,0.8,1,2.9,6.77,3325
Josip Brekalo,23, AM(CLR),FW,,26(6),7,2,1.4,1.9,1.3,0.7,0.2,1.2,1.6,6.77,2297
Davide Frattesi,22, DMC,,,35(1),4,3,1.9,0.8,1.2,1.6,-,0.6,1.6,6.77,2885
Federico Dimarco,24, D(CL),M(L),,13(19),2,2,1.2,1.5,0.3,0.4,0.1,0.3,0.4,6.77,1422
Ivan Provedel,28, GK,,,31,-,-,-,-,-,0.1,-,-,-,6.76,2762
Maxime Lopez,24, M(CR),,,33(2),2,2,0.5,1.4,0.9,0.9,-,0.8,1.1,6.76,2942
Pablo Marí,28, D(C),,,15,2,-,0.7,0.3,0.1,0.3,-,0.1,0.8,6.76,1342
Cristiano Biraghi,29, D(L),M(L),,37,4,1,1,1.9,0.3,1,0.2,0.2,0.7,6.76,3167
Merih Demiral,24, D(C),,,22(6),1,2,0.9,0.1,0.1,0.6,0.1,0.2,0.5,6.75,1916
Giacomo Bonaventura,32, M(CLR),,,28(3),4,5,1.5,1.1,1,1.6,0.1,0.6,1.2,6.75,2280
Musa Barrow,23, AM(CL),FW,,25(9),6,6,2.1,1.3,0.9,0.7,0.2,1.5,1.9,6.75,2147
Nikola Milenkovic,24, D(CR),,,34,1,-,0.7,0.1,0.1,0.6,-,0.1,0.3,6.75,2932
Giacomo Raspadori,22, AM(CL),FW,,32(4),10,5,2,1.2,1,0.9,0.1,1.3,2.4,6.75,2757
Emil Bohinen,23, M(C),,,8(3),-,1,0.4,1,1,1.2,0.1,0.8,1,6.75,699
Chris Smalling,32, D(CR),,,23(4),3,-,0.4,0.1,0.1,0.6,-,-,0.2,6.74,2088
Alessio gnoli,27, D(CL),,,16(3),1,-,0.6,0.2,0.1,0.7,0.2,-,0.2,6.74,1408
Giorgio Chiellini,37, D(C),,,16(5),-,-,0.2,0.3,0.1,1,0.1,-,0.3,6.74,1354
Andrea Pinamonti,23, FW,,,32(4),13,2,2.5,0.8,0.5,1.6,0.5,1.3,2,6.74,2871
Francesco Acerbi,34, D(C),,,29(1),4,-,0.5,0.2,0.1,0.5,0.1,0.1,0.4,6.73,2530
Mattia Bani,28, D(C),,,13(4),-,-,0.5,0.2,0.1,1.1,-,-,0.5,6.73,1214
Domenico Criscito,35, D(CL),M(L),,18(2),6,1,1.2,0.5,0.4,1.4,-,0.5,0.7,6.73,1622
Rafael Tolói,31, D(C),,,16(4),1,1,0.6,0.4,0.4,0.5,-,0.3,0.6,6.73,1440
Nicolò Rovella,20, DMC,,,16(5),-,3,0.8,1.4,0.8,1.1,0.1,0.8,1,6.73,1467
Wojciech Szczesny,32, GK,,,33,-,-,-,0.1,-,0.1,-,-,-,6.73,2970
Lucas Martínez,26, D(C),,,16(4),1,-,0.8,0.3,0.6,0.6,-,0.4,0.6,6.73,1431
Ethan Ampadu,21, D(C),DMC,,26(3),-,3,0.2,0.5,0.4,0.9,-,0.3,0.7,6.73,2289
Weston McKennie,23, D(C),M(CLR),,15(6),3,-,1.1,1,1,0.2,-,0.9,1,6.73,1372
Stefan de Vrij,30, D(C),,,28(2),-,-,0.7,-,0.2,0.2,-,0.1,0.2,6.73,2413
Giorgos Kyriakopoulos,26, D(L),,,22(7),-,5,1,1.2,1.2,1.3,0.1,0.7,0.8,6.73,1973
Alberto Grassi,27, DMC,,,26(4),-,2,0.8,0.5,0.6,2,-,0.5,0.9,6.73,2185
Stanislav Lobotka,27, DMC,,,19(4),1,-,0.1,0.7,0.6,1.5,-,0.5,0.6,6.73,1687
Darko Lazovic,31, M(CLR),,,32(2),1,7,1.4,1.3,0.8,0.2,0.3,0.2,1,6.72,2783
Filip Djuricic,30, AM(CLR),FW,,9(3),2,1,1.4,0.9,1.5,1.2,0.2,1.2,1.6,6.72,678
Mërgim Vojvoda,27, D(CR),M(LR),,22(7),-,3,0.6,0.7,0.6,0.3,-,0.4,0.7,6.72,1978
Remo Freuler,30, DMC,,,28(1),1,3,0.7,0.8,0.7,1,-,0.8,1.4,6.71,2380
Johan Vásquez,23, D(CL),,,27(1),1,-,0.5,0.1,0.1,0.9,-,0.4,0.6,6.71,2282
Piotr Zielinski,28, M(CL),,,26(9),6,5,1.2,1.4,0.5,0.8,-,0.5,1.1,6.71,2099
Fernando Forestieri,32, AM(CL),FW,,0(4),2,1,0.8,0.3,0.3,1,-,-,0.5,6.71,53
Andrea Belotti,28, FW,,,16(6),8,1,2.6,0.5,0.7,2.3,0.7,1.3,2.7,6.71,1378
Manolo Gabbiadini,30, AM(CLR),FW,,15(3),6,2,2.4,0.9,0.2,0.9,0.3,0.9,1.6,6.71,1147
Sebastiano Luperto,25, D(C),,,22(2),-,2,0.4,0.4,-,0.2,-,0.1,0.3,6.71,1957
Boris Radunovic,26, GK,,,4,-,-,-,-,-,0.3,-,-,-,6.7,271
Leonardo Bonucci,35, D(C),,,22(2),5,1,0.7,0.5,0.2,0.3,-,-,0.5,6.7,2004
Daniele Verde,25, AM(CLR),,,21(12),8,6,1.6,1.2,0.5,0.5,0.4,0.4,0.5,6.7,1959
Joaquín Correa,27, AM(CL),FW,,12(14),6,1,1.3,0.7,0.7,0.6,-,0.5,1.1,6.7,1024
Federico Fazio,35, D(C),,,16,1,-,1,0.5,0.6,0.9,0.1,0.2,0.8,6.7,1435
Aaron Hickey,19, D(L),M(L),,34(2),5,1,0.6,0.5,0.8,2,0.1,0.8,1.3,6.69,2835
Mikkel Damsgaard,21, AM(CL),,,6(5),-,-,1,1,1.5,0.7,-,0.9,1.1,6.69,576
Walace,27, DMC,,,33(3),1,-,1.3,0.8,0.7,1,-,1,1.4,6.69,2972
Jovane Cabral,23, AM(CLR),FW,,2(1),1,-,2,0.3,0.7,1,-,1.7,3,6.69,192
Danilo D'Ambrosio,33, D(CLR),M(LR),,9(11),1,1,0.7,0.1,0.2,0.3,0.1,0.3,0.8,6.69,990
Tommaso Pobega,22, AM(C),,,24(9),4,3,1.5,0.8,0.4,1.2,0.1,0.5,1.4,6.69,2240
Nedim Bajrami,23, AM(C),,,23(12),6,5,1.5,1.5,1.2,0.4,0.2,1,1.6,6.68,2063
Alexis Saelemaekers,22, M(R),,,22(14),1,3,1.1,1.1,1.4,1,-,0.8,1.5,6.68,1869
Ales Mateju,26, D(CLR),,,9,-,1,0.2,0.8,0.6,0.9,0.1,0.4,0.7,6.68,731
Mattia Aramu,27, AM(CR),,,25(7),7,5,1.8,1.1,0.5,2.5,0.2,0.8,1.3,6.68,2112
Mattia Viti,20, D(C),,,16(4),-,-,0.2,0.1,0.7,0.7,0.1,0.2,0.4,6.68,1489
Nahuel Molina,24, D(R),M(R),,31(4),7,2,1.3,1.1,0.6,0.5,-,0.3,1,6.68,2650
Mohamed Fares,26, D(L),M(L),,6(3),2,1,1.4,0.6,1,0.7,-,1.1,1.1,6.68,586
Andrea Ranocchia,34, D(C),,,3(3),-,-,0.3,-,-,0.3,0.2,-,0.3,6.68,338
Simone gnoli,32, D(C),,,17(2),2,-,0.3,0.3,0.1,0.3,-,0.1,0.2,6.68,1498
Francesco Caputo,34, FW,,,31(5),11,4,1.5,1.1,0.4,1.1,1,0.4,1.6,6.68,2799
Ola Aina,25, D(CLR),M(LR),,17(4),-,-,0.5,0.8,0.9,1.3,-,0.5,1.6,6.68,1442
Bartosz Bereszynski,29, D(CR),M(R),,35,-,3,0.2,0.6,0.8,1.1,-,0.5,1.1,6.67,2956
Nicolò Zaniolo,22, AM(CR),FW,,23(5),2,2,2.5,1,2,2.3,0.4,1.9,3.4,6.67,1985
Lucas Torreira,26, DMC,,,26(5),5,1,0.9,0.7,0.2,1.4,0.1,0.3,0.8,6.67,2201
Davide Biraschi,27, D(CR),M(R),,11(3),-,-,0.2,0.2,1.1,0.8,0.1,0.1,0.5,6.67,935
Riccardo Orsolini,25, M(CR),FW,,21(8),6,3,1.8,0.7,0.9,1.5,0.4,1,1.8,6.67,1794
Pasquale Mazzocchi,26, D(R),M(R),,15,-,2,0.3,1.2,1.2,0.5,0.1,0.8,2.1,6.67,1277
Luigi Sepe,31, GK,,,16,-,-,-,-,-,0.2,-,-,-,6.67,1394
Jakub Kiwior,22, DMC,,,21(1),-,-,0.4,0.4,0.4,0.2,0.1,0.4,0.6,6.66,1963
Emil Audero,25, GK,,,29,-,-,-,0.1,-,0.2,-,-,-,6.66,2562
Morten Thorsby,26, M(CLR),,,35,3,1,0.7,0.4,0.4,1.1,-,0.6,1.8,6.66,2952
Omar Colley,29, D(C),,,31(1),-,-,0.3,-,0.1,1,-,-,0.3,6.66,2749
Nicola Zalewski,20, M(L),,,9(7),-,-,0.6,0.6,0.9,1.3,0.1,0.4,1,6.66,799
Luiz Felipe,25, D(C),,,28(3),-,-,0.2,0.1,0.2,0.5,-,0.2,0.3,6.66,2494
Mattias Svanberg,23, M(CL),,,31(5),3,3,1.1,1,0.8,1.8,-,0.6,1,6.66,2576
Koray Günter,27, D(C),,,29(1),-,-,0.2,0.2,0.1,0.5,-,0.1,0.5,6.66,2416
Mattia Caldara,28, D(C),,,30(1),1,-,0.5,0.1,0.1,0.7,0.1,0.1,0.4,6.66,2703
Rodrigo Bentancur,24, M(C),,,13(6),-,2,0.4,0.6,0.4,0.4,-,0.7,0.9,6.65,1157
Antonio Sanabria,26, FW,,,22(7),6,2,1.7,0.6,0.4,1.2,0.7,1.3,2.7,6.65,1814
Rodrigo Becão,26, D(C),,,35,2,1,0.5,0.3,0.1,1.3,0.1,0.2,0.5,6.65,3132
Ivan Ilic,21, M(C),,,30(2),1,4,0.7,0.6,0.8,1,-,0.7,1.5,6.65,2537
Mamadou Coulibaly,23, M(C),,,9(3),2,-,0.8,0.4,1.5,0.8,-,0.5,2.3,6.64,810
Francesco Caputo,34, FW,,,2,-,1,2,1.5,-,1.5,-,1,1,6.64,158
Nahitan Nández,26, M(CLR),,,16(5),-,2,1,1,1.3,1.6,0.6,1.2,1.8,6.63,1521
Alessandro Florenzi,31, D(R),M(CLR),,12(12),2,-,0.9,0.5,0.3,0.3,0.1,-,0.5,6.63,1152
Stefano Sensi,26, AM(C),,,10(1),1,-,0.9,0.8,1.2,2.2,-,1.5,1.5,6.63,761
Bram Nuytinck,32, D(C),,,23(4),1,-,0.4,0.1,-,0.1,-,0.1,0.1,6.63,2037
Silvan Hefti,24, D(R),,,14(2),-,-,0.3,0.6,0.8,0.4,-,0.9,1.1,6.63,1290
Davide Zappacosta,29, D(R),M(LR),,29(5),1,5,1.1,1,0.7,0.9,0.2,0.7,0.9,6.63,2360
Brahim Díaz,22, AM(CLR),,,25(6),3,3,1,1,1.5,1.1,0.1,1.3,2.1,6.62,1872
Alexis Sánchez,33, M(CLR),FW,,7(20),5,2,1.2,0.7,0.8,0.8,0.3,0.5,0.8,6.62,863
Igor Julio,24, D(C),M(L),,23(7),-,-,0.2,0.2,0.4,0.2,-,0.1,0.6,6.62,2240
Alex Ferrari,27, D(CR),,,20(3),1,-,0.2,0.1,0.2,1,-,0.1,0.4,6.62,1653
Matteo Pessina,25, AM(C),,,18(9),1,1,1,0.9,0.9,1.3,0.1,0.6,1.5,6.62,1444
Koffi Djidji,29, D(CL),,,21(4),-,-,0.4,0.1,0.3,0.3,-,0.4,0.6,6.61,1738
Jérémie Boga,25, AM(CLR),FW,,8(4),-,2,1.3,0.6,2.3,0.8,0.2,0.6,1.6,6.61,672
Andrea Consigli,35, GK,,,37,-,-,-,-,-,0.2,-,-,-,6.61,3322
Rolando Mandragora,24, DMC,,,16(5),-,2,1.1,1.5,0.1,1,-,0.4,0.7,6.61,1319
Arthur Theate,22, D(C),,,28(3),2,1,0.7,0.2,0.6,0.3,-,0.3,0.7,6.61,2428
Roberto Soriano,31, AM(CLR),,,32(3),-,4,0.7,1.4,0.6,1.3,0.1,0.4,1.3,6.61,2639
Mattia De Sciglio,29, D(CLR),M(LR),,13(7),1,2,0.3,1,0.5,0.4,-,0.2,0.6,6.61,1168
Pawel Dawidowicz,27, D(C),,,13(4),-,-,0.4,0.4,0.3,0.8,-,0.1,0.4,6.6,1196
Pietro Terracciano,32, GK,,,31(1),-,-,-,-,-,0.2,-,-,-,6.6,2860
Berat Djimsiti,29, D(C),,,25(6),1,1,0.6,0.4,0.1,0.5,-,0.1,0.6,6.6,2257
Rui Patrício,34, GK,,,38,-,-,-,-,-,-,-,-,0.1,6.6,3420
Rick Karsdorp,27, D(R),M(R),,32(4),-,2,0.1,1.2,0.4,0.4,-,0.2,0.9,6.59,2890
Luca Pellegrini,23, D(L),M(L),,15(3),-,1,0.3,0.7,0.5,1.2,-,0.3,0.8,6.59,1117
Aleksey Miranchuk,26, M(CR),FW,,7(12),2,5,0.7,1.2,0.8,1,0.2,0.9,1.3,6.59,769
Gianluca Mancini,26, D(C),DMC,,33,-,-,0.7,0.2,0.1,0.5,-,0.1,0.4,6.59,2884
Salvatore Sirigu,35, GK,,,37,-,-,-,-,-,0.1,-,-,-,6.59,3330
Simon Kjaer,33, D(C),,,10(1),-,-,0.5,0.2,-,0.5,-,0.1,0.2,6.59,806
Nicolò Casale,24, D(C),,,30(6),-,2,0.3,0.3,0.3,0.7,-,0.2,0.6,6.58,2596
Daniele Padelli,36, GK,,,3,-,-,-,-,-,-,-,-,-,6.58,270
Marco Sportiello,30, GK,,,6,-,-,-,-,-,0.2,-,-,-,6.58,451
Kevin Agudelo,23, AM(CR),FW,,12(11),3,1,0.9,0.4,1.2,1,-,1.6,1.7,6.58,1236
Adam Marusic,29, D(CLR),M(LR),,30(3),1,1,0.2,0.2,0.4,0.4,-,0.5,0.6,6.58,2720
Ricardo Rodríguez,29, D(CL),M(L),,28(6),-,1,0.3,0.6,0.1,0.3,-,0.1,0.2,6.58,2472
Alessandro Buongiorno,23, D(C),,,12(11),-,2,0.3,0.2,0.1,0.7,-,0.2,0.4,6.58,1184
Juan Musso,28, GK,,,33,-,-,-,-,-,-,-,-,-,6.58,2932
Matteo Darmian,32, D(CLR),M(LR),,18(7),2,1,0.3,0.8,0.2,0.7,-,0.1,0.6,6.58,1509
Raoul Bellanova,22, M(R),,,27(4),1,2,0.7,1,1.3,1.1,0.1,0.7,1.4,6.58,2498
Alex Sandro,31, D(CL),M(L),,17(11),-,1,0.3,0.8,0.5,1.2,-,0.7,0.5,6.57,1776
Danilo Cataldi,27, M(C),,,19(13),1,2,0.4,0.8,0.3,0.6,-,0.2,0.3,6.57,1713
Federico Bernardeschi,28, M(CLR),FW,,16(12),1,2,1.2,0.6,1.1,1,0.1,0.5,1.3,6.57,1480
Erick Pulgar,28, DMC,,,4(2),-,1,0.5,1.2,0.3,0.5,-,0.3,0.8,6.57,341
Jérémie Boga,25, AM(CLR),FW,,7(8),-,-,1.4,1.3,2.1,1.1,0.2,1.2,1.4,6.57,765
Dennis Praet,28, AM(CR),,,17(6),2,2,1,1.1,0.5,0.7,0.1,0.7,1.2,6.57,1544
Thomas Henry,27, FW,,,23(10),9,3,1.5,0.6,0.4,2.1,0.4,1.1,2.8,6.57,2122
