,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
30,44.0,Josip StanisicJ. StanisicRight-Back,Josip Stanisic,"Apr 2, 2000 (22)",,€4.00m
31,,Josip StanisicJ. Stanisic,,,,
32,,Right-Back,,,,
33,20.0,Bouna SarrB. SarrRight-Back,Bouna Sarr,"Jan 31, 1992 (30)",,€3.00m
34,,Bouna SarrB. Sarr,,,,
35,,Right-Back,,,,
36,6.0,Joshua KimmichJ. KimmichDefensive Midfield,Joshua Kimmich,"Feb 8, 1995 (27)",,€85.00m
37,,Joshua KimmichJ. Kimmich,,,,
38,,Defensive Midfield,,,,
39,22.0,Marc RocaMarc RocaDefensive Midfield,Marc Roca,"Nov 26, 1996 (25)",,€7.00m
40,,Marc RocaMarc Roca,,,,
41,,Defensive Midfield,,,,
42,8.0,Leon GoretzkaL. GoretzkaCentral Midfield,Leon Goretzka,"Feb 6, 1995 (27)",,€70.00m
43,,Leon GoretzkaL. Goretzka,,,,
44,,Central Midfield,,,,
45,18.0,Marcel SabitzerM. SabitzerCentral Midfield,Marcel Sabitzer,"Mar 17, 1994 (28)",,€22.00m
46,,Marcel SabitzerM. Sabitzer,,,,
47,,Central Midfield,,,,
48,24.0,Corentin TolissoC. TolissoCentral Midfield,Corentin Tolisso,"Aug 3, 1994 (27)",,€15.00m
49,,Corentin TolissoC. Tolisso,,,,
50,,Central Midfield,,,,
51,42.0,Jamal MusialaJ. MusialaAttacking Midfield,Jamal Musiala,"Feb 26, 2003 (19)",,€55.00m
52,,Jamal MusialaJ. Musiala,,,,
53,,Attacking Midfield,,,,
54,14.0,Paul WannerP. WannerAttacking Midfield,Paul Wanner,"Dec 23, 2005 (16)",,€2.00m
55,,Paul WannerP. Wanner,,,,
56,,Attacking Midfield,,,,
57,40.0,Malik TillmanM. TillmanAttacking Midfield,Malik Tillman,"May 28, 2002 (20)",,€1.50m
58,,Malik TillmanM. Tillman,,,,
59,,Attacking Midfield,,,,
60,10.0,Leroy SanéL. SanéLeft Winger,Leroy Sané,"Jan 11, 1996 (26)",,€70.00m
61,,Leroy SanéL. Sané,,,,
62,,Left Winger,,,,
63,7.0,Serge GnabryS. GnabryRight Winger,Serge Gnabry,"Jul 14, 1995 (26)",,€70.00m
64,,Serge GnabryS. Gnabry,,,,
65,,Right Winger,,,,
66,11.0,Kingsley ComanK. Coman Right Winger,Kingsley Coman,"Jun 13, 1996 (25)",,€60.00m
67,,Kingsley ComanK. Coman,,,,
68,,Right Winger,,,,
69,25.0,Thomas MüllerT. MüllerSecond Striker,Thomas Müller,"Sep 13, 1989 (32)",,€25.00m
70,,Thomas MüllerT. Müller,,,,
71,,Second Striker,,,,
72,9.0,Robert LewandowskiR. LewandowskiCentre-Forward,Robert Lewandowski,"Aug 21, 1988 (33)",,€50.00m
73,,Robert LewandowskiR. Lewandowski,,,,
74,,Centre-Forward,,,,
75,13.0,Eric Maxim Choupo-MotingE. Choupo-MotingCentre-Forward,Eric Maxim Choupo-Moting,"Mar 23, 1989 (33)",,€3.50m
76,,Eric Maxim Choupo-MotingE. Choupo-Moting,,,,
77,,Centre-Forward,,,,
0,1.0,Lukas HradeckyL. Hradecky Goalkeeper,Lukas Hradecky,"Nov 24, 1989 (32)",,€6.00m
1,,Lukas HradeckyL. Hradecky,,,,
2,,Goalkeeper,,,,
3,40.0,Andrey LunevA. LunevGoalkeeper,Andrey Lunev,"Nov 13, 1991 (30)",,€4.00m
4,,Andrey LunevA. Lunev,,,,
5,,Goalkeeper,,,,
6,21.0,Lennart GrillL. GrillGoalkeeper,Lennart Grill,"Jan 25, 1999 (23)",,€1.00m
7,,Lennart GrillL. Grill,,,,
8,,Goalkeeper,,,,
9,36.0,Niklas LombN. LombGoalkeeper,Niklas Lomb,"Jul 28, 1993 (28)",,€250Th.
10,,Niklas LombN. Lomb,,,,
11,,Goalkeeper,,,,
12,12.0,Edmond TapsobaE. TapsobaCentre-Back,Edmond Tapsoba,"Feb 2, 1999 (23)",,€40.00m
13,,Edmond TapsobaE. Tapsoba,,,,
14,,Centre-Back,,,,
15,4.0,Jonathan TahJ. TahCentre-Back,Jonathan Tah,"Feb 11, 1996 (26)",,€25.00m
16,,Jonathan TahJ. Tah,,,,
17,,Centre-Back,,,,
18,6.0,Odilon KossounouO. KossounouCentre-Back,Odilon Kossounou,"Jan 4, 2001 (21)",,€20.00m
19,,Odilon KossounouO. Kossounou,,,,
20,,Centre-Back,,,,
21,33.0,Piero HincapiéP. HincapiéCentre-Back,Piero Hincapié,"Jan 9, 2002 (20)",,€17.00m
22,,Piero HincapiéP. Hincapié,,,,
23,,Centre-Back,,,,
24,5.0,Mitchel BakkerM. BakkerLeft-Back,Mitchel Bakker,"Jun 20, 2000 (21)",,€14.00m
25,,Mitchel BakkerM. Bakker,,,,
26,,Left-Back,,,,
27,22.0,Daley SinkgravenD. SinkgravenLeft-Back,Daley Sinkgraven,"Jul 4, 1995 (26)",,€4.50m
28,,Daley SinkgravenD. Sinkgraven,,,,
29,,Left-Back,,,,
30,30.0,Jeremie FrimpongJ. FrimpongRight-Back,Jeremie Frimpong,"Dec 10, 2000 (21)",,€20.00m
31,,Jeremie FrimpongJ. Frimpong,,,,
32,,Right-Back,,,,
33,24.0,Timothy Fosu-MensahT. Fosu-Mensah Right-Back,Timothy Fosu-Mensah,"Jan 2, 1998 (24)",,€4.00m
34,,Timothy Fosu-MensahT. Fosu-Mensah,,,,
35,,Right-Back,,,,
36,15.0,Julian BaumgartlingerJ. BaumgartlingerDefensive Midfield,Julian Baumgartlinger,"Jan 2, 1988 (34)",,€1.20m
37,,Julian BaumgartlingerJ. Baumgartlinger,,,,
38,,Defensive Midfield,,,,
39,10.0,Kerem DemirbayK. DemirbayCentral Midfield,Kerem Demirbay,"Jul 3, 1993 (28)",,€15.00m
40,,Kerem DemirbayK. Demirbay,,,,
41,,Central Midfield,,,,
42,25.0,Exequiel PalaciosE. PalaciosCentral Midfield,Exequiel Palacios,"Oct 5, 1998 (23)",,€15.00m
43,,Exequiel PalaciosE. Palacios,,,,
44,,Central Midfield,,,,
45,8.0,Robert AndrichR. AndrichCentral Midfield,Robert Andrich,"Sep 22, 1994 (27)",,€13.00m
46,,Robert AndrichR. Andrich,,,,
47,,Central Midfield,,,,
48,20.0,Charles AránguizC. AránguizCentral Midfield,Charles Aránguiz,"Apr 17, 1989 (33)",,€5.00m
49,,Charles AránguizC. Aránguiz,,,,
50,,Central Midfield,,,,
51,29.0,Zidan SertdemirZ. SertdemirCentral Midfield,Zidan Sertdemir,"Feb 4, 2005 (17)",,€2.00m
52,,Zidan SertdemirZ. Sertdemir,,,,
53,,Central Midfield,,,,
54,27.0,Florian WirtzF. Wirtz Attacking Midfield,Florian Wirtz,"May 3, 2003 (19)",,€70.00m
55,,Florian WirtzF. Wirtz,,,,
56,,Attacking Midfield,,,,
57,19.0,Moussa DiabyM. DiabyLeft Winger,Moussa Diaby,"Jul 7, 1999 (22)",,€55.00m
58,,Moussa DiabyM. Diaby,,,,
59,,Left Winger,,,,
60,7.0,PaulinhoPaulinhoLeft Winger,Paulinho,"Jul 15, 2000 (21)",,€11.00m
61,,PaulinhoPaulinho,,,,
62,,Left Winger,,,,
63,31.0,Amine AdliA. Adli Right Winger,Amine Adli,"May 10, 2000 (22)",,€12.00m
64,,Amine AdliA. Adli,,,,
65,,Right Winger,,,,
66,38.0,Karim BellarabiK. Bellarabi Right Winger,Karim Bellarabi,"Apr 8, 1990 (32)",,€3.50m
67,,Karim BellarabiK. Bellarabi,,,,
68,,Right Winger,,,,
69,14.0,Patrik SchickP. SchickCentre-Forward,Patrik Schick,"Jan 24, 1996 (26)",,€40.00m
70,,Patrik SchickP. Schick,,,,
71,,Centre-Forward,,,,
72,9.0,Sardar AzmounS. AzmounCentre-Forward,Sardar Azmoun,"Jan 1, 1995 (27)",,€25.00m
73,,Sardar AzmounS. Azmoun,,,,
74,,Centre-Forward,,,,
75,13.0,Lucas AlarioL. AlarioCentre-Forward,Lucas Alario,"Oct 8, 1992 (29)",,€10.00m
76,,Lucas AlarioL. Alario,,,,
77,,Centre-Forward,,,,
78,28.0,Iker BravoI. BravoCentre-Forward,Iker Bravo,"Jan 13, 2005 (17)",,€1.00m
79,,Iker BravoI. Bravo,,,,
80,,Centre-Forward,,,,
0,1.0,Gregor KobelG. KobelGoalkeeper,Gregor Kobel,"Dec 6, 1997 (24)",,€20.00m
1,,Gregor KobelG. Kobel,,,,
2,,Goalkeeper,,,,
3,38.0,Roman BürkiR. BürkiGoalkeeper,Roman Bürki,"Nov 14, 1990 (31)",,€1.80m
4,,Roman BürkiR. Bürki,,,,
5,,Goalkeeper,,,,
6,25.0,Luca UnbehaunL. UnbehaunGoalkeeper,Luca Unbehaun,"Feb 27, 2001 (21)",,€1.50m
7,,Luca UnbehaunL. Unbehaun,,,,
8,,Goalkeeper,,,,
9,35.0,Marwin HitzM. Hitz Goalkeeper,Marwin Hitz,"Sep 18, 1987 (34)",,€1.00m
10,,Marwin HitzM. Hitz,,,,
11,,Goalkeeper,,,,
12,40.0,Stefan DrljacaS. DrljacaGoalkeeper,Stefan Drljaca,"Apr 20, 1999 (23)",,€200Th.
13,,Stefan DrljacaS. Drljaca,,,,
14,,Goalkeeper,,,,
15,16.0,Manuel AkanjiM. AkanjiCentre-Back,Manuel Akanji,"Jul 19, 1995 (26)",,€30.00m
16,,Manuel AkanjiM. Akanji,,,,
17,,Centre-Back,,,,
18,5.0,Dan-Axel ZagadouD. ZagadouCentre-Back,Dan-Axel Zagadou,"Jun 3, 1999 (23)",,€9.00m
19,,Dan-Axel ZagadouD. Zagadou,,,,
20,,Centre-Back,,,,
21,15.0,Mats HummelsM. Hummels Centre-Back,Mats Hummels,"Dec 16, 1988 (33)",,€9.00m
22,,Mats HummelsM. Hummels,,,,
23,,Centre-Back,,,,
24,34.0,Marin PongracicM. PongracicCentre-Back,Marin Pongracic,"Sep 11, 1997 (24)",,€7.50m
25,,Marin PongracicM. Pongracic,,,,
26,,Centre-Back,,,,
27,4.0,Soumaïla CoulibalyS. CoulibalyCentre-Back,Soumaïla Coulibaly,"Oct 14, 2003 (18)",,€750Th.
28,,Soumaïla CoulibalyS. Coulibaly,,,,
29,,Centre-Back,,,,
30,13.0,Raphaël GuerreiroR. GuerreiroLeft-Back,Raphaël Guerreiro,"Dec 22, 1993 (28)",,€35.00m
31,,Raphaël GuerreiroR. Guerreiro,,,,
32,,Left-Back,,,,
33,14.0,Nico SchulzN. SchulzLeft-Back,Nico Schulz,"Apr 1, 1993 (29)",,€6.00m
34,,Nico SchulzN. Schulz,,,,
35,,Left-Back,,,,
36,29.0,Marcel SchmelzerM. Schmelzer Left-Back,Marcel Schmelzer,"Jan 22, 1988 (34)",,€500Th.
37,,Marcel SchmelzerM. Schmelzer,,,,
38,,Left-Back,,,,
39,36.0,Tom RotheTom RotheLeft-Back,Tom Rothe,"Oct 29, 2004 (17)",,
40,,Tom RotheTom Rothe,,,,
41,,Left-Back,,,,
42,24.0,Thomas MeunierT. MeunierRight-Back,Thomas Meunier,"Sep 12, 1991 (30)",,€9.00m
43,,Thomas MeunierT. Meunier,,,,
44,,Right-Back,,,,
45,2.0,Mateu Morey BauzàM. Morey Bauzà Right-Back,Mateu Morey Bauzà,"Mar 2, 2000 (22)",,€4.00m
46,,Mateu Morey BauzàM. Morey Bauzà,,,,
47,,Right-Back,,,,
48,30.0,Felix PasslackF. PasslackRight-Back,Felix Passlack,"May 29, 1998 (24)",,€2.50m
49,,Felix PasslackF. Passlack,,,,
50,,Right-Back,,,,
51,23.0,Emre CanEmre CanDefensive Midfield,Emre Can,"Jan 12, 1994 (28)",,€16.00m
52,,Emre CanEmre Can,,,,
53,,Defensive Midfield,,,,
54,28.0,Axel WitselA. WitselDefensive Midfield,Axel Witsel,"Jan 12, 1989 (33)",,€4.00m
55,,Axel WitselA. Witsel,,,,
56,,Defensive Midfield,,,,
57,32.0,Abdoulaye KamaraA. KamaraDefensive Midfield,Abdoulaye Kamara,"Nov 6, 2004 (17)",,€1.00m
58,,Abdoulaye KamaraA. Kamara,,,,
59,,Defensive Midfield,,,,
60,22.0,Jude BellinghamJ. BellinghamCentral Midfield,Jude Bellingham,"Jun 29, 2003 (18)",,€75.00m
61,,Jude BellinghamJ. Bellingham,,,,
62,,Central Midfield,,,,
63,8.0,Mahmoud DahoudM. Dahoud Central Midfield,Mahmoud Dahoud,"Jan 1, 1996 (26)",,€18.00m
64,,Mahmoud DahoudM. Dahoud,,,,
65,,Central Midfield,,,,
66,7.0,Giovanni ReynaG. Reyna Attacking Midfield,Giovanni Reyna,"Nov 13, 2002 (19)",,€42.00m
67,,Giovanni ReynaG. Reyna,,,,
68,,Attacking Midfield,,,,
69,19.0,Julian BrandtJ. BrandtAttacking Midfield,Julian Brandt,"May 2, 1996 (26)",,€25.00m
70,,Julian BrandtJ. Brandt,,,,
71,,Attacking Midfield,,,,
72,11.0,Marco ReusM. Reus Attacking Midfield,Marco Reus,"May 31, 1989 (33)",,€13.00m
73,,Marco ReusM. Reus,,,,
74,,Attacking Midfield,,,,
75,20.0,ReinierReinierAttacking Midfield,Reinier,"Jan 19, 2002 (20)",,€10.00m
76,,ReinierReinier,,,,
77,,Attacking Midfield,,,,
78,10.0,Thorgan HazardT. Hazard Left Winger,Thorgan Hazard,"Mar 29, 1993 (29)",,€20.00m
79,,Thorgan HazardT. Hazard,,,,
80,,Left Winger,,,,
81,39.0,Marius WolfM. WolfRight Winger,Marius Wolf,"May 27, 1995 (27)",,€5.00m
82,,Marius WolfM. Wolf,,,,
83,,Right Winger,,,,
84,43.0,Jamie Bynoe-GittensJ. Bynoe-GittensRight Winger,Jamie Bynoe-Gittens,"Aug 8, 2004 (17)",,
85,,Jamie Bynoe-GittensJ. Bynoe-Gittens,,,,
86,,Right Winger,,,,
87,9.0,Erling HaalandE. HaalandCentre-Forward,Erling Haaland,"Jul 21, 2000 (21)",,€150.00m
88,,Erling HaalandE. Haaland,,,,
89,,Centre-Forward,,,,
90,21.0,Donyell MalenD. Malen Centre-Forward,Donyell Malen,"Jan 19, 1999 (23)",,€27.00m
91,,Donyell MalenD. Malen,,,,
92,,Centre-Forward,,,,
93,18.0,Youssoufa MoukokoY. MoukokoCentre-Forward,Youssoufa Moukoko,"Nov 20, 2004 (17)",,€15.00m
94,,Youssoufa MoukokoY. Moukoko,,,,
95,,Centre-Forward,,,,
96,27.0,Steffen TiggesS. Tigges Centre-Forward,Steffen Tigges,"Jul 31, 1998 (23)",,€1.50m
97,,Steffen TiggesS. Tigges,,,,
98,,Centre-Forward,,,,
0,1.0,Péter GulácsiP. Gulácsi Goalkeeper,Péter Gulácsi,"May 6, 1990 (32)",,€11.00m
1,,Péter GulácsiP. Gulácsi,,,,
2,,Goalkeeper,,,,
3,31.0,Josep MartínezJ. MartínezGoalkeeper,Josep Martínez,"May 27, 1998 (24)",,€2.50m
4,,Josep MartínezJ. Martínez,,,,
5,,Goalkeeper,,,,
6,13.0,Philipp TschaunerP. TschaunerGoalkeeper,Philipp Tschauner,"Nov 3, 1985 (36)",,€300Th.
7,,Philipp TschaunerP. Tschauner,,,,
8,,Goalkeeper,,,,
9,32.0,Josko GvardiolJ. GvardiolCentre-Back,Josko Gvardiol,"Jan 23, 2002 (20)",,€30.00m
10,,Josko GvardiolJ. Gvardiol,,,,
11,,Centre-Back,,,,
12,16.0,Lukas KlostermannL. KlostermannCentre-Back,Lukas Klostermann,"Jun 3, 1996 (26)",,€23.00m
13,,Lukas KlostermannL. Klostermann,,,,
14,,Centre-Back,,,,
15,2.0,Mohamed SimakanM. SimakanCentre-Back,Mohamed Simakan,"May 3, 2000 (22)",,€18.00m
16,,Mohamed SimakanM. Simakan,,,,
17,,Centre-Back,,,,
18,4.0,Willi OrbánW. OrbánCentre-Back,Willi Orbán,"Nov 3, 1992 (29)",,€14.00m
19,,Willi OrbánW. Orbán,,,,
20,,Centre-Back,,,,
21,3.0,AngeliñoAngeliñoLeft-Back,Angeliño,"Jan 4, 1997 (25)",,€30.00m
22,,AngeliñoAngeliño,,,,
23,,Left-Back,,,,
24,23.0,Marcel HalstenbergM. HalstenbergLeft-Back,Marcel Halstenberg,"Sep 27, 1991 (30)",,€7.00m
25,,Marcel HalstenbergM. Halstenberg,,,,
26,,Left-Back,,,,
27,22.0,Nordi MukieleN. MukieleRight-Back,Nordi Mukiele,"Nov 1, 1997 (24)",,€25.00m
28,,Nordi MukieleN. Mukiele,,,,
29,,Right-Back,,,,
30,39.0,Benjamin HenrichsB. HenrichsRight-Back,Benjamin Henrichs,"Feb 23, 1997 (25)",,€12.00m
31,,Benjamin HenrichsB. Henrichs,,,,
32,,Right-Back,,,,
33,35.0,Solomon BonnahS. BonnahRight-Back,Solomon Bonnah,"Aug 19, 2003 (18)",,€750Th.
34,,Solomon BonnahS. Bonnah,,,,
35,,Right-Back,,,,
36,14.0,Tyler AdamsT. AdamsDefensive Midfield,Tyler Adams,"Feb 14, 1999 (23)",,€17.00m
37,,Tyler AdamsT. Adams,,,,
38,,Defensive Midfield,,,,
39,27.0,Konrad LaimerK. LaimerCentral Midfield,Konrad Laimer,"May 27, 1997 (25)",,€26.00m
40,,Konrad LaimerK. Laimer,,,,
41,,Central Midfield,,,,
42,8.0,Amadou HaidaraA. HaidaraCentral Midfield,Amadou Haidara,"Jan 31, 1998 (24)",,€24.00m
43,,Amadou HaidaraA. Haidara,,,,
44,,Central Midfield,,,,
45,44.0,Kevin KamplK. KamplCentral Midfield,Kevin Kampl,"Oct 9, 1990 (31)",,€8.00m
46,,Kevin KamplK. Kampl,,,,
47,,Central Midfield,,,,
48,37.0,Sidney RaebigerS. RaebigerCentral Midfield,Sidney Raebiger,"Apr 17, 2005 (17)",,€750Th.
49,,Sidney RaebigerS. Raebiger,,,,
50,,Central Midfield,,,,
51,46.0,Ben KlefischB. KlefischCentral Midfield,Ben Klefisch,"Jun 2, 2003 (19)",,€200Th.
52,,Ben KlefischB. Klefisch,,,,
53,,Central Midfield,,,,
54,25.0,Dani OlmoDani OlmoAttacking Midfield,Dani Olmo,"May 7, 1998 (24)",,€45.00m
55,,Dani OlmoDani Olmo,,,,
56,,Attacking Midfield,,,,
57,17.0,Dominik SzoboszlaiD. SzoboszlaiLeft Winger,Dominik Szoboszlai,"Oct 25, 2000 (21)",,€28.00m
58,,Dominik SzoboszlaiD. Szoboszlai,,,,
59,,Left Winger,,,,
60,10.0,Emil ForsbergE. ForsbergLeft Winger,Emil Forsberg,"Oct 23, 1991 (30)",,€16.00m
61,,Emil ForsbergE. Forsberg,,,,
62,,Left Winger,,,,
63,38.0,Hugo NovoaH. NovoaRight Winger,Hugo Novoa,"Jan 24, 2003 (19)",,€3.00m
64,,Hugo NovoaH. Novoa,,,,
65,,Right Winger,,,,
66,18.0,Christopher NkunkuC. NkunkuSecond Striker,Christopher Nkunku,"Nov 14, 1997 (24)",,€65.00m
67,,Christopher NkunkuC. Nkunku,,,,
68,,Second Striker,,,,
69,33.0,André SilvaA. SilvaCentre-Forward,André Silva,"Nov 6, 1995 (26)",,€38.00m
70,,André SilvaA. Silva,,,,
71,,Centre-Forward,,,,
72,9.0,Yussuf PoulsenY. PoulsenCentre-Forward,Yussuf Poulsen,"Jun 15, 1994 (27)",,€21.00m
73,,Yussuf PoulsenY. Poulsen,,,,
74,,Centre-Forward,,,,
0,26.0,Mark FlekkenM. FlekkenGoalkeeper,Mark Flekken,"Jun 13, 1993 (28)",,€5.50m
1,,Mark FlekkenM. Flekken,,,,
2,,Goalkeeper,,,,
3,21.0,Noah AtuboluN. AtuboluGoalkeeper,Noah Atubolu,"May 25, 2002 (20)",,€1.50m
4,,Noah AtuboluN. Atubolu,,,,
5,,Goalkeeper,,,,
6,1.0,Benjamin UphoffB. UphoffGoalkeeper,Benjamin Uphoff,"Aug 8, 1993 (28)",,€500Th.
7,,Benjamin UphoffB. Uphoff,,,,
8,,Goalkeeper,,,,
9,4.0,Nico SchlotterbeckN. SchlotterbeckCentre-Back,Nico Schlotterbeck,"Dec 1, 1999 (22)",,€28.00m
10,,Nico SchlotterbeckN. Schlotterbeck,,,,
11,,Centre-Back,,,,
12,3.0,Philipp LienhartP. Lienhart Centre-Back,Philipp Lienhart,"Jul 11, 1996 (25)",,€17.00m
13,,Philipp LienhartP. Lienhart,,,,
14,,Centre-Back,,,,
15,31.0,Keven SchlotterbeckK. SchlotterbeckCentre-Back,Keven Schlotterbeck,"Apr 28, 1997 (25)",,€3.50m
16,,Keven SchlotterbeckK. Schlotterbeck,,,,
17,,Centre-Back,,,,
18,5.0,Manuel GuldeM. GuldeCentre-Back,Manuel Gulde,"Feb 12, 1991 (31)",,€2.00m
19,,Manuel GuldeM. Gulde,,,,
20,,Centre-Back,,,,
21,25.0,Kiliann SildilliaK. SildilliaCentre-Back,Kiliann Sildillia,"May 16, 2002 (20)",,€1.50m
22,,Kiliann SildilliaK. Sildillia,,,,
23,,Centre-Back,,,,
24,30.0,Christian GünterC. Günter Left-Back,Christian Günter,"Feb 28, 1993 (29)",,€12.00m
25,,Christian GünterC. Günter,,,,
26,,Left-Back,,,,
27,24.0,Kimberly EzekwemK. EzekwemLeft-Back,Kimberly Ezekwem,"Jun 19, 2001 (20)",,€300Th.
28,,Kimberly EzekwemK. Ezekwem,,,,
29,,Left-Back,,,,
30,2.0,Hugo SiquetH. SiquetRight-Back,Hugo Siquet,"Jul 9, 2002 (19)",,€7.00m
31,,Hugo SiquetH. Siquet,,,,
32,,Right-Back,,,,
33,17.0,Lukas KüblerL. KüblerRight-Back,Lukas Kübler,"Aug 30, 1992 (29)",,€2.00m
34,,Lukas KüblerL. Kübler,,,,
35,,Right-Back,,,,
36,7.0,Jonathan SchmidJ. SchmidRight-Back,Jonathan Schmid,"Jun 22, 1990 (31)",,€1.50m
37,,Jonathan SchmidJ. Schmid,,,,
38,,Right-Back,,,,
39,14.0,Yannik KeitelY. Keitel Defensive Midfield,Yannik Keitel,"Feb 15, 2000 (22)",,€4.00m
40,,Yannik KeitelY. Keitel,,,,
41,,Defensive Midfield,,,,
42,27.0,Nicolas HöflerN. HöflerDefensive Midfield,Nicolas Höfler,"Mar 9, 1990 (32)",,€2.50m
43,,Nicolas HöflerN. Höfler,,,,
44,,Defensive Midfield,,,,
45,8.0,Maximilian EggesteinM. EggesteinCentral Midfield,Maximilian Eggestein,"Dec 8, 1996 (25)",,€7.50m
46,,Maximilian EggesteinM. Eggestein,,,,
47,,Central Midfield,,,,
48,19.0,Janik HabererJ. HabererCentral Midfield,Janik Haberer,"Apr 2, 1994 (28)",,€4.00m
49,,Janik HabererJ. Haberer,,,,
50,,Central Midfield,,,,
51,32.0,Vincenzo GrifoV. GrifoLeft Winger,Vincenzo Grifo,"Apr 7, 1993 (29)",,€12.00m
52,,Vincenzo GrifoV. Grifo,,,,
53,,Left Winger,,,,
54,33.0,Noah WeißhauptN. WeißhauptLeft Winger,Noah Weißhaupt,"Sep 20, 2001 (20)",,€1.30m
55,,Noah WeißhauptN. Weißhaupt,,,,
56,,Left Winger,,,,
57,22.0,Roland SallaiR. SallaiRight Winger,Roland Sallai,"May 22, 1997 (25)",,€10.00m
58,,Roland SallaiR. Sallai,,,,
59,,Right Winger,,,,
60,20.0,Kevin SchadeK. Schade Right Winger,Kevin Schade,"Nov 27, 2001 (20)",,€7.00m
61,,Kevin SchadeK. Schade,,,,
62,,Right Winger,,,,
63,29.0,Woo-yeong JeongW. Jeong Second Striker,Woo-yeong Jeong,"Sep 20, 1999 (22)",,€5.50m
64,,Woo-yeong JeongW. Jeong,,,,
65,,Second Striker,,,,
66,11.0,Ermedin DemirovicE. DemirovicCentre-Forward,Ermedin Demirovic,"Mar 25, 1998 (24)",,€7.50m
67,,Ermedin DemirovicE. Demirovic,,,,
68,,Centre-Forward,,,,
69,9.0,Lucas HölerL. HölerCentre-Forward,Lucas Höler,"Jul 10, 1994 (27)",,€6.50m
70,,Lucas HölerL. Höler,,,,
71,,Centre-Forward,,,,
72,18.0,Nils PetersenN. PetersenCentre-Forward,Nils Petersen,"Dec 6, 1988 (33)",,€1.80m
73,,Nils PetersenN. Petersen,,,,
74,,Centre-Forward,,,,
75,48.0,Vincent VermeijV. VermeijCentre-Forward,Vincent Vermeij,"Aug 9, 1994 (27)",,€400Th.
76,,Vincent VermeijV. Vermeij,,,,
77,,Centre-Forward,,,,
78,45.0,Nishan BurkartN. BurkartCentre-Forward,Nishan Burkart,"Jan 31, 2000 (22)",,€350Th.
79,,Nishan BurkartN. Burkart,,,,
80,,Centre-Forward,,,,
0,1.0,Yann SommerY. SommerGoalkeeper,Yann Sommer,"Dec 17, 1988 (33)",,€5.00m
1,,Yann SommerY. Sommer,,,,
2,,Goalkeeper,,,,
3,21.0,Tobias SippelT. SippelGoalkeeper,Tobias Sippel,"Mar 22, 1988 (34)",,€400Th.
4,,Tobias SippelT. Sippel,,,,
5,,Goalkeeper,,,,
6,41.0,Jan OlschowskyJ. OlschowskyGoalkeeper,Jan Olschowsky,"Nov 18, 2001 (20)",,€300Th.
7,,Jan OlschowskyJ. Olschowsky,,,,
8,,Goalkeeper,,,,
9,46.0,Jonas KerskenJ. KerskenGoalkeeper,Jonas Kersken,"Sep 1, 2000 (21)",,€100Th.
10,,Jonas KerskenJ. Kersken,,,,
11,,Goalkeeper,,,,
12,28.0,Matthias GinterM. GinterCentre-Back,Matthias Ginter,"Jan 19, 1994 (28)",,€24.00m
13,,Matthias GinterM. Ginter,,,,
14,,Centre-Back,,,,
15,30.0,Nico ElvediN. ElvediCentre-Back,Nico Elvedi,"Sep 30, 1996 (25)",,€23.00m
16,,Nico ElvediN. Elvedi,,,,
17,,Centre-Back,,,,
